uid,ciqual_code,name,name_core,name_tags,main_group,sub_group,sub_sub_group,kcal_sanitized,kcal_calc_ml,energy_flag_ml,protein_g_100g_ml,carbohydrate_g_100g_ml,fat_g_100g_ml,sugars_g_100g_ml,fibres_g_100g_ml,salt_g_100g_ml,alcohol_g_100g_ml,water_g_100g_ml,macro_tags
couscous-with-meat-or-chicken-light-prepacked_25043,25043,"Couscous with meat or chicken, light, prepacked","Couscous with meat or chicken, light",with_meat_or_chicken;prepacked,starters and dishes,dishes,"meat dishes, with starchy food",90.7,86.7,0,5.9,11.5,1.9,2.1,2,0.7,0,72.9,protein_moderate;carb_moderate;fat_low
pre-fried-potatoes-pan-fried-lardoons-or-chicken-and-other-without-green-vegetables-prepacked_25057,25057,"Pre-fried potatoes, pan-fried, lardoons or chicken, and other, without green vegetables, prepacked","Pre-fried potatoes, pan-fried, lardoons or chicken, and other",without_green_vegetables;prepacked,starters and dishes,dishes,"meat dishes, with starchy food",168,164,0,3.2,16.2,9.6,1.7,2.1,0.6,0,65,carb_high;fat_moderate
couscous-royal-with-different-meats-prepacked_25127,25127,"Couscous royal (with different meats), prepacked",Couscous royal,with_different_meats;prepacked,starters and dishes,dishes,"meat dishes, with starchy food",132,127.5,0,7.69,14,4.53,1.57,2.1,0.88,0,69.2,protein_moderate;carb_moderate
couscous-w-chicken_25138,25138,Couscous w chicken,Couscous w chicken,,starters and dishes,dishes,"meat dishes, with starchy food",130,127,0,7.5,15.6,3.85,2.87,1.47,0.79,0,66.9,protein_moderate;carb_high
couscous-w-meat-prepacked_25152,25152,"Couscous w meat, prepacked",Couscous w meat,prepacked,starters and dishes,dishes,"meat dishes, with starchy food",128,122.9,0,7.59,12.5,4.73,1.97,2.53,0.78,0,69.2,protein_moderate;carb_moderate
shepherd-s-pie-with-duck-prepacked_25195,25195,"Shepherd's pie with duck, prepacked",Shepherd's pie with duck,with_duck;prepacked,starters and dishes,dishes,"meat dishes, with starchy food",146,142.9,0,6.82,8.51,9.06,1.96,1.55,0.81,0,69.9,protein_moderate;carb_moderate;fat_moderate
shepherd-s-pie-with-duck-prepacked-cooked_25587,25587,"Shepherd's pie with duck, prepacked, cooked","Shepherd's pie with duck, prepacked, cooked",with_duck;prepacked,starters and dishes,dishes,"meat dishes, with starchy food",168,161.8,0,7,10.5,10.2,1.7,1.2,0.74,0,68.5,protein_moderate;carb_moderate;fat_high
white-bean-stew-canned_25002,25002,"White bean stew, canned",White bean stew,canned,starters and dishes,dishes,"meat dishes, with vegetables/legume",129,121.8,0,8.06,9.41,5.77,1.06,3.55,0.97,0,70.6,protein_moderate;carb_moderate;fat_moderate
sauerkraut-with-garnish-prepacked_25003,25003,"Sauerkraut, with garnish, prepacked",Sauerkraut,with_garnish;prepacked,starters and dishes,dishes,"meat dishes, with vegetables/legume",109,104,0,5.06,2.8,8.06,0.66,2.71,1.39,0,82.4,protein_moderate;carb_low;fat_moderate
salt-cured-pork-belly-with-lentils-prepacked_25010,25010,"Salt-cured pork belly with lentils, prepacked",Salt-cured pork belly with lentils,with_lentils;prepacked,starters and dishes,dishes,"meat dishes, with vegetables/legume",118,112.4,0,8.24,8.89,4.87,1.51,2.83,0.98,0,73.5,protein_moderate;carb_moderate
boiled-meat-with-vegetables-prepacked_25013,25013,"Boiled meat with vegetables, prepacked",Boiled meat with vegetables,with_vegetables;prepacked,starters and dishes,dishes,"meat dishes, with vegetables/legume",77.5,74.6,0,10.9,3.2,2.02,1.5,1.5,0.32,0,82.9,protein_high;carb_low;fat_low
beef-stew-with-carrots_25065,25065,Beef stew with carrots,Beef stew with carrots,with_carrots,starters and dishes,dishes,"meat dishes, with vegetables/legume",96.6,94.4,0,13.2,3.3,3.15,0.6,1.1,0.58,0,78.5,protein_high;carb_low
pork-sausage-stew-with-cabbage-carrots-and-potatoes_25071,25071,"Pork sausage stew with cabbage, carrots and potatoes","Pork sausage stew with cabbage, carrots and potatoes",with_cabbage,starters and dishes,dishes,"meat dishes, with vegetables/legume",82.1,77.5,0,6,3.7,4.3,0.86,2.3,0.84,0,82.5,protein_moderate;carb_low
white-bean-stew-with-pork-canned_25098,25098,"White bean stew, with pork, canned",White bean stew,with_pork;canned,starters and dishes,dishes,"meat dishes, with vegetables/legume",132,124.3,0,8.3,8.6,6.3,1.8,4,1.1,0,71.1,protein_moderate;carb_moderate;fat_moderate
white-bean-stew-with-duck-or-goose-canned_25099,25099,"White bean stew, with duck or goose, canned",White bean stew,with_duck_or_goose;canned,starters and dishes,dishes,"meat dishes, with vegetables/legume",161,153.1,0,10.5,10.1,7.86,1.09,3.86,1.05,0,68.6,protein_high;carb_moderate;fat_moderate
stuffed-tomatoes_25103,25103,Stuffed tomatoes,Stuffed tomatoes,,starters and dishes,dishes,"meat dishes, with vegetables/legume",122,117,0,5.49,2,9.67,0.88,2.31,0.7,0,78.5,protein_moderate;carb_low;fat_moderate
stuffed-cabbage-prepacked_25106,25106,"Stuffed cabbage, prepacked",Stuffed cabbage,prepacked,starters and dishes,dishes,"meat dishes, with vegetables/legume",94.9,88.6,0,5.3,2,6.6,2,3.13,0.87,0,81.2,protein_moderate;carb_low;fat_moderate
chili-con-carne-prepacked_25111,25111,"Chili con carne, prepacked",Chili con carne,prepacked,starters and dishes,dishes,"meat dishes, with vegetables/legume",118,110.7,0,7.13,13,3.35,2.58,3.56,0.93,0,74.2,protein_moderate;carb_moderate
moussaka_25123,25123,Moussaka,Moussaka,,starters and dishes,dishes,"meat dishes, with vegetables/legume",147,141.1,0,5.82,5.16,10.8,3.01,2.84,0.97,0,76,protein_moderate;carb_moderate;fat_high
stewed-lamb-garnished-with-potatoes-and-other-vegetables_25124,25124,Stewed lamb garnished with potatoes and other vegetables,Stewed lamb garnished with potatoes and other vegetables,with_potatoes_and_other_vegetables,starters and dishes,dishes,"meat dishes, with vegetables/legume",133,129.7,0,8.05,5,8.61,0.9,1.65,0.63,0,73.7,protein_moderate;carb_moderate;fat_moderate
mutton-tagine_25159,25159,Mutton tagine,Mutton tagine,,starters and dishes,dishes,"meat dishes, with vegetables/legume",132,130.7,0,12.8,4.5,6.83,2.4,0.8,0.99,0,73,protein_high;carb_low;fat_moderate
osso-buco_25164,25164,Osso buco,Osso buco,,starters and dishes,dishes,"meat dishes, with vegetables/legume",96.7,95.5,0,11.2,3.5,4.08,1.1,0.6,1.47,0,77.4,protein_high;carb_low
chicken-basque-style-prepacked_25190,25190,"Chicken, Basque style, prepacked","Chicken, Basque style",prepacked,starters and dishes,dishes,"meat dishes, with vegetables/legume",107,104.8,0,9.3,2.5,6.4,2,1.3,0.89,0,,protein_moderate;carb_low;fat_moderate
chicken-tagine-prepacked_25204,25204,"Chicken tagine, prepacked",Chicken tagine,prepacked,starters and dishes,dishes,"meat dishes, with vegetables/legume",127,121.1,0,7.54,14.4,3.7,6.8,3,1.17,0,72.7,protein_moderate;carb_moderate
chop-suey-pork-or-chicken-prepacked_25205,25205,"Chop suey (pork or chicken), prepacked",Chop suey,pork_or_chicken;prepacked,starters and dishes,dishes,"meat dishes, with vegetables/legume",78.2,78.2,0,5,7.8,3,,,,0,,protein_moderate;carb_moderate
stuffed-vegetables-excluding-tomato_25511,25511,Stuffed vegetables (excluding tomato),Stuffed vegetables,excluding_tomato,starters and dishes,dishes,"meat dishes, with vegetables/legume",69.8,67,0,6.4,3.6,3,2.59,1.4,0.69,0,81.1,protein_moderate;carb_low
mussels-in-a-shallot-and-white-wine-broth_10082,10082,"Mussels, in a shallot and white wine broth","Mussels, in a shallot and white wine broth",,starters and dishes,dishes,"fish dishes, no garnish",92,91.1,0,10.3,7.43,2.24,1.05,0.53,0.69,0,76.5,protein_high;carb_moderate;fat_low
mussels-filled-fat-parsley-and-garlic-prepacked_10083,10083,"Mussels, filled (fat, parsley and garlic…), prepacked","Mussels, filled",fat;parsley_and_garlic;prepacked,starters and dishes,dishes,"fish dishes, no garnish",284,279.2,0,9.56,4.43,24.8,0.3,1.26,1.08,0,57.5,protein_moderate;carb_low;fat_high
fish-or-seafood-au-gratin-intended-to-be-cook-prepacked_25037,25037,"Fish or seafood au gratin, intended to be cook, prepacked","Fish or seafood au gratin, intended to be cook",prepacked,starters and dishes,dishes,"fish dishes, no garnish",105,104,0,6.13,8.39,5.1,2.48,0.5,0.82,0,78.4,protein_moderate;carb_moderate;fat_moderate
fish-and-shrimp-au-gratin-previously-frozen-prepacked_25038,25038,"Fish and shrimp 'au gratin', previously frozen, prepacked","Fish and shrimp 'au gratin', previously frozen",prepacked;frozen,starters and dishes,dishes,"fish dishes, no garnish",117,115.4,0,6.69,5.28,7.5,1.6,0.7,0.92,0,78.2,protein_moderate;carb_moderate;fat_moderate
salmon-with-sorrel-prepacked_25077,25077,"Salmon with sorrel, prepacked",Salmon with sorrel,with_sorrel;prepacked,starters and dishes,dishes,"fish dishes, no garnish",133,132,0,8.36,7.43,7.65,0.58,0.73,0.69,0,71.2,protein_moderate;carb_moderate;fat_moderate
fish-w-bordelaise-sauce-prepacked_25086,25086,"Fish w bordelaise sauce, prepacked",Fish w bordelaise sauce,prepacked,starters and dishes,dishes,"fish dishes, no garnish",176,174,0,14.8,5.3,10.4,1.09,1,1.28,0,67.5,protein_high;carb_moderate;fat_high
white-fish-with-provencal-style-sauce-tomato-sauce-prepacked_25128,25128,"White fish with Provencal-style sauce (tomato sauce), prepacked",White fish with Provencal-style sauce,style:provencal;with_provencal_style_sauce;tomato_sauce;prepacked,starters and dishes,dishes,"fish dishes, no garnish",75.2,70.3,0,9.31,3.1,2.3,2,2.4,0.7,0,83.6,protein_moderate;carb_low;fat_low
white-fish-with-florentine-style-sauce-spinach-sauce-prepacked_25140,25140,"White fish with Florentine-style sauce (spinach sauce), prepacked",White fish with Florentine-style sauce,style:florentine;with_florentine_style_sauce;spinach_sauce;prepacked,starters and dishes,dishes,"fish dishes, no garnish",100,96.4,0,11.4,2.9,4.35,1.95,2,0.56,0,,protein_high;carb_low
white-fish-with-shallots-mussels-and-white-wine-sauce-prepacked_25141,25141,"White fish with shallots, mussels and white wine sauce, prepacked","White fish with shallots, mussels and white wine sauce",with_shallots;prepacked,starters and dishes,dishes,"fish dishes, no garnish",80,80,0,11.5,2.2,2.8,,,,0,,protein_high;carb_low;fat_low
white-fish-with-mustard-sauce-prepacked_25142,25142,"White fish with mustard sauce, prepacked",White fish with mustard sauce,with_mustard_sauce;prepacked,starters and dishes,dishes,"fish dishes, no garnish",90.8,90.8,0,9.2,5.4,3.6,,0,,0,,protein_moderate;carb_moderate
white-fish-with-parisian-style-sauce-mushrooms-sauce-prepacked_25143,25143,"White fish with Parisian-style sauce (mushrooms sauce), prepacked",White fish with Parisian-style sauce,style:parisian;with_parisian_style_sauce;mushrooms_sauce;prepacked,starters and dishes,dishes,"fish dishes, no garnish",79.9,77.9,0,9.16,3,3.25,0.86,1,0.55,0,84.2,protein_moderate;carb_low
white-fish-with-tarragon-sauce-prepacked_25145,25145,"White fish with tarragon sauce, prepacked",White fish with tarragon sauce,with_tarragon_sauce;prepacked,starters and dishes,dishes,"fish dishes, no garnish",77.2,77.2,0,8.8,4.2,2.8,,0,,0,,protein_moderate;carb_low;fat_low
white-fish-with-sorrel-sauce-prepacked_25146,25146,"White fish with sorrel sauce, prepacked",White fish with sorrel sauce,with_sorrel_sauce;prepacked,starters and dishes,dishes,"fish dishes, no garnish",114,112.3,0,11.8,3.9,5.5,1.65,1,0.88,0,78.6,protein_high;carb_low;fat_moderate
stuffed-salmon-prepacked_25210,25210,"Stuffed salmon, prepacked",Stuffed salmon,prepacked,starters and dishes,dishes,"fish dishes, no garnish",227,222.6,0,18.8,0.4,16.2,0.4,2.4,0.65,0,,protein_high;carb_low;fat_high
fish-on-skewer_25539,25539,Fish on skewer,Fish on skewer,,starters and dishes,dishes,"fish dishes, no garnish",127,126.8,0,18,0.86,5.71,0.85,0.29,0.56,0,73.8,protein_high;carb_low;fat_moderate
shrimps-on-skewer_25540,25540,Shrimps on skewer,Shrimps on skewer,,starters and dishes,dishes,"fish dishes, no garnish",93.5,93.5,0,18.5,1.5,1.5,0,0,0.35,0,75,protein_high;carb_low;fat_low
fish-in-sauce-frozen_26054,26054,"Fish, in sauce, frozen","Fish, in sauce",frozen,starters and dishes,dishes,"fish dishes, no garnish",132,129.4,0,13.3,3.18,7.05,1.3,1.25,0.82,0,75,protein_high;carb_low;fat_moderate
fish-cooked-average_26140,26140,"Fish, cooked (average)","Fish, cooked",note:average,starters and dishes,dishes,"fish dishes, no garnish",144,143.7,0,23.5,0,5.52,0,0,0.54,0,69.3,protein_high;carb_low;fat_moderate
fish-white-without-skin-cooked_26249,26249,"Fish, white, without skin, cooked","Fish, white, cooked",without_skin,starters and dishes,dishes,"fish dishes, no garnish",107,107.6,0,22,0,2.18,0,0,0.88,0,74,protein_high;carb_low;fat_low
marine-fish-white-without-skin-cooked_26250,26250,"Marine fish, white, without skin, cooked","Marine fish, white, cooked",without_skin,starters and dishes,dishes,"fish dishes, no garnish",106,106.4,0,22.1,0,2,0,0,0.98,0,74,protein_high;carb_low;fat_low
paella_25031,25031,Paëlla,Paëlla,,starters and dishes,dishes,"fish dishes, with starchy food",148,143.9,0,7.86,17.1,4.9,1.2,1.85,0.87,0,66.9,protein_moderate;carb_high
couscous-w-fish_25107,25107,Couscous w fish,Couscous w fish,,starters and dishes,dishes,"fish dishes, with starchy food",105,101.2,0,7.5,14.2,1.6,1.7,1.7,0.84,0,75.6,protein_moderate;carb_moderate;fat_low
fish-brandade-or-fish-shepherd-s-pie-prepacked_25154,25154,"Fish brandade or fish shepherd's pie, prepacked",Fish brandade or fish shepherd's pie,prepacked,starters and dishes,dishes,"fish dishes, with starchy food",117,115.2,0,6.39,8.57,6.15,1.62,1.1,0.81,0,74.9,protein_moderate;carb_moderate;fat_moderate
sushi-or-maki-with-seafood-products_25456,25456,Sushi or maki with seafood products,Sushi or maki with seafood products,with_seafood_products,starters and dishes,dishes,"fish dishes, with starchy food",171,167.7,0,6.69,26.9,3.7,4.93,0.9,0.55,0,60.3,protein_moderate;carb_high
vegetable-terrine-or-mousse_8296,8296,Vegetable terrine or mousse,Vegetable terrine or mousse,,starters and dishes,dishes,vegetable/legume dishes,124.6,124.6,0,4.05,5.6,9.56,1.77,2.55,1.31,0,75.9,carb_moderate;fat_moderate
vegetable-flan_8297,8297,Vegetable flan,Vegetable flan,,starters and dishes,dishes,vegetable/legume dishes,205.4,205.4,0,5.38,4.13,18.6,2.06,2.3,0.89,0,68,protein_moderate;carb_low;fat_high
haricot-beans-with-tomato-sauce-canned_20194,20194,"Haricot beans with tomato sauce, canned",Haricot beans with tomato sauce,with_tomato_sauce;canned,starters and dishes,dishes,vegetable/legume dishes,62.7,62.7,0,4.67,10.1,0.4,1.65,5.5,0.93,0,78.9,carb_moderate;fat_low
piperade-basque-style-fondue-of-sweet-peppers-and-tomatoes-flavoured-with-onions-and-garlic-prepacked_20240,20240,"Piperade, Basque-style (fondue of sweet peppers and tomatoes flavoured with onions and garlic), prepacked","Piperade, Basque-style",style:basque;with_onions_and_garlic;fondue_of_sweet_peppers_and_tomatoes_flavoured_with_onions_and_garlic;prepacked,starters and dishes,dishes,vegetable/legume dishes,64.6,64.6,0,1.1,6.5,3.8,4.9,3.4,0.76,0,84.5,protein_low;carb_moderate
vegetables-pan-fried-without-mushrooms-frozen-raw_20262,20262,"Vegetables pan-fried without mushrooms, frozen, raw","Vegetables pan-fried without mushrooms, frozen, raw",without_mushrooms;frozen,starters and dishes,dishes,vegetable/legume dishes,81.2,74.7,0,2.6,12.1,1.77,1.5,3.6,1.25,0,81.7,protein_low;carb_moderate;fat_low
vegetables-pan-fried-or-stir-fried-asian-style-frozen-raw_20273,20273,"Vegetables pan-fried or stir-fried, Asian-style, frozen, raw","Vegetables pan-fried or stir-fried, Asian-style, frozen, raw",style:asian;frozen,starters and dishes,dishes,vegetable/legume dishes,71.2,71.2,0,3.13,5.83,3.93,3.1,2.55,0.44,0,,carb_moderate
grilled-vegetables-pan-fried-mediterranean-style-frozen-raw_20274,20274,"Grilled vegetables pan-fried, Mediterranean-style, frozen, raw","Grilled vegetables pan-fried, Mediterranean-style, frozen, raw",style:mediterranean;frozen,starters and dishes,dishes,vegetable/legume dishes,39.7,39.7,0,1.61,4.33,1.77,2.66,4.14,0.25,0,86.5,protein_low;carb_low;fat_low
vegetables-pan-fried-with-mushrooms-country-style-frozen_20498,20498,"Vegetables pan-fried with mushrooms (country-style), frozen",Vegetables pan-fried with mushrooms,style:country;with_mushrooms;country_style;frozen,starters and dishes,dishes,vegetable/legume dishes,32.8,32.8,0,1.89,3.59,1.21,1.81,2.94,0.35,0,91.4,protein_low;carb_low;fat_low
ratatouille-cooked-prepacked_25018,25018,"Ratatouille cooked, prepacked",Ratatouille cooked,prepacked,starters and dishes,dishes,vegetable/legume dishes,53.1,53.1,0,1.22,4.97,3.15,3.91,2.03,0.94,0,88,protein_low;carb_low
spinach-w-cream-sauce-prepacked_25026,25026,"Spinach w cream sauce, prepacked",Spinach w cream sauce,prepacked,starters and dishes,dishes,vegetable/legume dishes,52.5,52.5,0,2.5,4.1,2.9,1.19,1.9,0.72,0,86.9,protein_low;carb_low;fat_low
eggplant-au-gratin-prepacked-oven-grilled_25052,25052,"Eggplant au gratin, prepacked (oven grilled)",Eggplant au gratin,oven_grilled;prepacked,starters and dishes,dishes,vegetable/legume dishes,107.7,107.7,0,1.95,5.45,8.68,3.8,2.35,0.45,0,80.9,protein_low;carb_moderate;fat_moderate
dauphine-style-creamed-potatoes-au-gratin_25056,25056,"Dauphiné-style creamed potatoes ""au gratin""","Dauphiné-style creamed potatoes ""au gratin""",style:dauphine,starters and dishes,dishes,vegetable/legume dishes,109.3,109.3,0,3.38,14.5,4.2,2.08,1.5,0.81,0,74.7,carb_moderate
chicory-w-ham_25073,25073,Chicory w ham,Chicory w ham,,starters and dishes,dishes,vegetable/legume dishes,105.3,105.3,0,7.44,4.71,6.3,1.98,1.5,0.65,0,78.4,protein_moderate;carb_low;fat_moderate
cauliflower-au-gratin-oven-grilled-prepacked_25101,25101,"Cauliflower au gratin (oven grilled), prepacked",Cauliflower au gratin,oven_grilled;prepacked,starters and dishes,dishes,vegetable/legume dishes,83.7,83.7,0,3,3.3,6.5,0.88,1.3,1.07,0,82.1,carb_low;fat_moderate
vegetables-au-gratin-oven-grilled_25162,25162,Vegetables au gratin (oven grilled),Vegetables au gratin,oven_grilled,starters and dishes,dishes,vegetable/legume dishes,101.7,101.7,0,3.44,6.91,6.7,3.42,1.7,0.57,0,79.6,carb_moderate;fat_moderate
riste-eggplant-tomatoes-onions-prepacked_25196,25196,"Riste (Eggplant, tomatoes, onions), prepacked",Riste,eggplant;tomatoes;onions;prepacked,starters and dishes,dishes,vegetable/legume dishes,140.2,140.2,0,1.05,10.6,10.4,5.2,2.6,1.19,0,,protein_low;carb_moderate;fat_high
vegetable-rosti-pre-fried-frozen_25199,25199,"Vegetable rosti, pre-fried, frozen","Vegetable rosti, pre-fried",frozen,starters and dishes,dishes,vegetable/legume dishes,104.9,104.9,0,3.29,10.7,5.44,3.34,2.61,0.94,0,79.4,carb_moderate;fat_moderate
vegetable-rosti-pre-fried-frozen-cooked_25208,25208,"Vegetable rosti, pre-fried, frozen, cooked","Vegetable rosti, pre-fried, frozen, cooked",frozen,starters and dishes,dishes,vegetable/legume dishes,98.3,98.3,0,3.31,8.45,5.7,3,2.6,0.75,0,78.2,carb_moderate;fat_moderate
sauerkraut-without-garnish-drained-cooked_25220,25220,"Sauerkraut, without garnish, drained, cooked","Sauerkraut, drained, cooked",without_garnish,starters and dishes,dishes,vegetable/legume dishes,75.3,64.9,0,1.38,0,6.6,0,4.5,1.26,0,85.6,protein_low;carb_low;fat_moderate
provencal-style-tomato-breaded-tomatoes-stuffed-with-garlic-and-parsley-home-made_25524,25524,"Provencal-style tomato (breaded tomatoes stuffed with garlic and parsley), home-made","Provencal-style tomato, home-made",style:provencal;with_garlic_and_parsley;breaded_tomatoes_stuffed_with_garlic_and_parsley,starters and dishes,dishes,vegetable/legume dishes,71.7,71.7,0,1.65,6.55,4.32,2.71,2,0.47,0,83.6,protein_low;carb_moderate
vegetable-fritters_25556,25556,Vegetable fritters,Vegetable fritters,,starters and dishes,dishes,vegetable/legume dishes,182.8,182.8,0,3.52,23,8.52,3.03,1.95,0.69,0,64.8,carb_high;fat_moderate
falafel_25571,25571,Falafel,Falafel,,starters and dishes,dishes,vegetable/legume dishes,252,237.4,0,8.25,18.7,14.4,1.4,7.7,1.6,0,48,protein_moderate;carb_high;fat_high
vegetables-au-gratin-oven-grilled-in-bechamel-sauce_25588,25588,Vegetables au gratin (oven grilled) in bechamel sauce,Vegetables au gratin in bechamel sauce,oven_grilled,starters and dishes,dishes,vegetable/legume dishes,100,100,0,3.64,6.74,6.5,3.2,1,0.64,0,79.9,carb_moderate;fat_moderate
falafel-prepacked_25590,25590,"Falafel, prepacked",Falafel,prepacked,starters and dishes,dishes,vegetable/legume dishes,211,197.5,0,7.38,17.7,10.8,3.57,6,0.87,0,55.7,protein_moderate;carb_high;fat_high
durum-wheat-pre-cooked-cooked-in-a-microwaveable-bag_9082,9082,"Durum wheat, pre-cooked, cooked, in a microwaveable bag","Durum wheat, pre-cooked, cooked, in a microwaveable bag",,starters and dishes,dishes,pasta or cereal dishes,188,181.3,0,4.93,29.5,4.84,2.21,2.58,1.16,0,57,carb_high
